customer_age,job_type,housing_loan,personal_loan,education,balance
51.0,management,no,no,tertiary,2106.0
42.0,admin.,yes,no,secondary,670.0
36.0,management,no,no,tertiary,2448.0
32.0,blue-collar,yes,no,secondary,367.0
31.0,blue-collar,yes,no,secondary,14.0
47.0,blue-collar,no,yes,primary,1093.0
48.0,technician,yes,no,secondary,2152.0
26.0,blue-collar,yes,yes,primary,294.0
34.0,management,yes,no,tertiary,642.0
52.0,entrepreneur,yes,no,unknown,4735.0
41.0,blue-collar,yes,yes,secondary,716.0
52.0,blue-collar,no,no,primary,73.0
40.0,blue-collar,no,no,secondary,69.0
47.0,services,no,no,secondary,20.0
52.0,management,yes,no,tertiary,2910.0
51.0,management,no,yes,tertiary,-4.0
56.0,blue-collar,yes,no,primary,403.0
45.0,management,no,no,secondary,-5.0
35.0,technician,no,no,secondary,7623.0
56.0,management,no,no,tertiary,1032.0
56.0,retired,no,no,primary,16427.0
29.0,management,no,no,tertiary,85.0
48.0,admin.,yes,no,primary,1091.0
38.0,technician,yes,yes,secondary,821.0
34.0,blue-collar,yes,no,secondary,5299.0
39.0,blue-collar,yes,yes,primary,-521.0
49.0,services,no,no,secondary,43.0
43.0,admin.,no,yes,secondary,372.0
59.0,management,no,no,tertiary,279.0
36.0,admin.,yes,no,secondary,-369.0
32.0,technician,no,no,secondary,2799.0
51.0,management,no,yes,tertiary,15.0
30.0,services,yes,yes,secondary,229.0
28.0,self-employed,no,no,tertiary,79.0
36.0,self-employed,yes,no,tertiary,362.0
30.0,management,no,no,tertiary,225.0
54.0,admin.,no,no,secondary,10543.0
31.0,self-employed,yes,no,tertiary,693.0
47.0,technician,yes,no,tertiary,-554.0
29.0,blue-collar,no,no,secondary,1886.0
58.0,admin.,no,yes,secondary,658.0
48.0,blue-collar,yes,no,secondary,1608.0
54.0,admin.,yes,no,primary,852.0
36.0,blue-collar,no,no,secondary,1327.0
31.0,technician,yes,no,secondary,6.0
23.0,student,no,no,unknown,760.0
26.0,student,no,no,secondary,115.0
48.0,blue-collar,no,no,primary,542.0
39.0,management,no,yes,tertiary,6205.0
62.0,management,no,no,tertiary,5044.0
33.0,management,yes,no,tertiary,5946.0
53.0,blue-collar,no,no,primary,262.0
27.0,admin.,no,no,secondary,770.0
39.0,technician,no,no,secondary,313.0
59.0,retired,no,no,tertiary,476.0
46.0,admin.,yes,no,secondary,12848.0
57.0,management,no,no,primary,1138.0
34.0,management,yes,no,tertiary,420.0
41.0,technician,no,no,secondary,2.0
45.0,technician,no,no,secondary,278.0
40.0,blue-collar,yes,no,secondary,564.0
61.0,housemaid,no,no,tertiary,1532.0
35.0,management,no,no,tertiary,4359.0
18.0,services,yes,no,secondary,-103.0
45.0,services,yes,no,secondary,-107.0
45.0,technician,no,no,secondary,355.0
31.0,blue-collar,yes,no,primary,81.0
28.0,technician,yes,no,tertiary,-216.0
47.0,retired,yes,no,primary,-37.0
34.0,student,no,no,secondary,274.0
56.0,unemployed,no,no,primary,3371.0
30.0,management,no,no,tertiary,-4.0
32.0,management,no,no,tertiary,2.0
29.0,management,yes,no,secondary,144.0
36.0,entrepreneur,yes,no,tertiary,-17.0
40.0,technician,yes,no,secondary,650.0
38.0,admin.,yes,no,secondary,2753.0
59.0,technician,yes,no,secondary,624.0
29.0,technician,no,no,secondary,249.0
29.0,services,yes,no,secondary,1846.0
56.0,retired,yes,no,secondary,3.0
58.0,retired,yes,no,tertiary,304.0
55.0,retired,no,yes,secondary,131.0
38.0,housemaid,no,no,primary,360.0
25.0,student,no,no,secondary,337.0
41.0,technician,no,no,primary,278.0
49.0,admin.,yes,no,tertiary,96.0
39.0,management,no,no,tertiary,54.0
41.0,admin.,yes,yes,secondary,402.0
36.0,technician,no,no,secondary,652.0
28.0,admin.,no,no,secondary,1168.0
52.0,technician,no,yes,secondary,3989.0
54.0,unknown,no,no,secondary,1784.0
29.0,management,no,no,secondary,1060.0
29.0,student,no,yes,secondary,28.0
27.0,self-employed,no,no,tertiary,29.0
40.0,housemaid,yes,no,tertiary,5666.0
26.0,services,no,yes,secondary,277.0
49.0,blue-collar,yes,no,primary,584.0
31.0,unemployed,yes,no,primary,-64.0
43.0,management,no,no,tertiary,1083.0
33.0,blue-collar,no,no,secondary,398.0
31.0,admin.,yes,no,secondary,-406.0
29.0,services,no,no,secondary,1060.0
37.0,housemaid,yes,no,secondary,1044.0
34.0,blue-collar,yes,no,primary,159.0
36.0,unemployed,yes,yes,secondary,187.0
42.0,services,yes,no,secondary,519.0
40.0,blue-collar,yes,no,secondary,748.0
42.0,management,yes,no,tertiary,704.0
28.0,unemployed,no,no,primary,90.0
35.0,management,yes,no,tertiary,516.0
36.0,management,no,yes,tertiary,-5.0
59.0,retired,no,yes,unknown,-116.0
30.0,student,yes,no,unknown,1230.0
29.0,management,yes,yes,tertiary,-1.0
64.0,retired,no,no,primary,2176.0
57.0,retired,no,yes,secondary,100.0
33.0,management,yes,no,tertiary,3538.0
43.0,blue-collar,yes,no,primary,874.0
54.0,retired,yes,no,primary,-1.0
41.0,management,yes,yes,tertiary,265.0
46.0,self-employed,no,yes,tertiary,-339.0
57.0,entrepreneur,yes,no,primary,81.0
61.0,technician,yes,no,secondary,1.0
39.0,housemaid,yes,no,primary,1180.0
33.0,management,no,no,tertiary,1410.0
20.0,student,yes,no,secondary,231.0
32.0,blue-collar,yes,yes,secondary,-2.0
46.0,housemaid,no,yes,primary,933.0
23.0,student,no,no,secondary,3087.0
35.0,unemployed,no,no,secondary,1215.0
32.0,admin.,yes,no,secondary,1.0
37.0,technician,yes,no,tertiary,1894.0
32.0,self-employed,no,no,tertiary,1461.0
57.0,admin.,no,yes,unknown,287.0
35.0,technician,yes,yes,secondary,5290.0
66.0,retired,no,no,unknown,430.0
48.0,management,yes,no,secondary,-1003.0
41.0,technician,no,no,tertiary,63.0
29.0,management,no,no,tertiary,-2.0
41.0,entrepreneur,yes,no,secondary,720.0
38.0,technician,yes,no,secondary,7136.0
44.0,housemaid,no,no,primary,14.0
38.0,services,yes,no,secondary,-299.0
24.0,technician,yes,no,unknown,705.0
36.0,admin.,yes,no,primary,-442.0
54.0,technician,no,no,secondary,2849.0
41.0,blue-collar,yes,no,primary,109.0
35.0,admin.,yes,no,tertiary,-1.0
46.0,blue-collar,yes,no,secondary,1930.0
37.0,blue-collar,yes,no,secondary,3766.0
60.0,technician,no,no,secondary,263.0
42.0,management,no,no,tertiary,13041.0
20.0,housemaid,yes,no,secondary,649.0
28.0,admin.,no,no,tertiary,215.0
36.0,technician,yes,no,secondary,9613.0
36.0,management,yes,no,tertiary,-270.0
58.0,management,no,no,secondary,-1.0
31.0,technician,yes,no,secondary,2416.0
46.0,blue-collar,yes,no,primary,230.0
43.0,self-employed,no,no,tertiary,35587.0
30.0,blue-collar,yes,no,tertiary,3448.0
39.0,management,yes,no,tertiary,1382.0
39.0,unknown,no,no,tertiary,2.0
39.0,self-employed,yes,no,secondary,292.0
37.0,admin.,yes,no,secondary,150.0
21.0,services,yes,no,secondary,496.0
55.0,retired,no,no,secondary,1302.0
32.0,management,no,no,tertiary,699.0
33.0,management,yes,no,tertiary,1601.0
31.0,self-employed,yes,no,secondary,-2.0
36.0,services,yes,yes,secondary,1963.0
28.0,technician,no,yes,tertiary,1883.0
38.0,management,yes,no,secondary,-276.0
35.0,blue-collar,no,yes,secondary,130.0
32.0,management,yes,no,tertiary,12689.0
45.0,management,no,no,tertiary,595.0
29.0,management,no,yes,tertiary,408.0
31.0,blue-collar,yes,no,secondary,-501.0
31.0,technician,yes,no,tertiary,599.0
35.0,housemaid,yes,no,secondary,-14.0
44.0,management,yes,no,tertiary,576.0
53.0,blue-collar,no,no,primary,153.0
45.0,blue-collar,yes,no,secondary,814.0
49.0,blue-collar,no,no,unknown,2495.0
41.0,management,no,no,tertiary,32.0
42.0,technician,no,no,secondary,3272.0
53.0,blue-collar,yes,no,secondary,-380.0
50.0,admin.,no,yes,secondary,775.0
37.0,unemployed,yes,no,secondary,632.0
45.0,blue-collar,no,no,primary,-5.0
36.0,blue-collar,yes,no,primary,393.0
30.0,blue-collar,yes,no,primary,1203.0
43.0,blue-collar,no,no,secondary,1400.0
28.0,entrepreneur,no,no,tertiary,12.0
29.0,unemployed,no,no,tertiary,994.0
35.0,blue-collar,no,no,tertiary,2996.0
32.0,entrepreneur,no,no,tertiary,367.0
86.0,retired,no,no,secondary,81208.0
34.0,management,no,no,tertiary,368.0
44.0,management,yes,no,tertiary,396.0
33.0,blue-collar,yes,no,secondary,508.0
34.0,technician,yes,no,secondary,117.0
37.0,blue-collar,yes,yes,secondary,320.0
32.0,technician,no,no,secondary,21.0
38.0,unemployed,no,no,tertiary,7623.0
53.0,services,no,no,primary,929.0
29.0,management,no,no,tertiary,5384.0
41.0,blue-collar,yes,yes,secondary,3230.0
34.0,blue-collar,yes,no,secondary,2257.0
39.0,management,yes,no,secondary,47.0
43.0,entrepreneur,yes,no,secondary,1248.0
33.0,blue-collar,yes,no,primary,1521.0
29.0,student,yes,no,secondary,215.0
47.0,management,yes,no,secondary,1212.0
47.0,blue-collar,yes,no,secondary,4706.0
37.0,technician,yes,yes,tertiary,1309.0
31.0,services,yes,no,secondary,1067.0
55.0,blue-collar,yes,no,primary,4.0
43.0,blue-collar,yes,no,secondary,1333.0
31.0,blue-collar,no,no,secondary,148.0
31.0,management,no,yes,tertiary,1176.0
53.0,blue-collar,no,yes,secondary,175.0
39.0,technician,yes,no,tertiary,4368.0
32.0,self-employed,no,no,tertiary,267.0
54.0,management,yes,no,tertiary,629.0
51.0,blue-collar,yes,no,secondary,705.0
28.0,technician,yes,no,secondary,283.0
53.0,management,no,no,tertiary,467.0
34.0,admin.,yes,no,secondary,612.0
51.0,services,no,no,secondary,1813.0
73.0,blue-collar,no,no,secondary,6050.0
54.0,admin.,no,no,primary,6278.0
69.0,management,no,no,tertiary,5566.0
59.0,unemployed,no,no,secondary,733.0
32.0,management,yes,no,tertiary,1207.0
38.0,blue-collar,yes,no,secondary,563.0
37.0,technician,no,no,secondary,1126.0
43.0,entrepreneur,no,no,tertiary,2.0
26.0,technician,yes,yes,secondary,20.0
33.0,admin.,no,no,secondary,0.0
42.0,services,yes,no,secondary,1627.0
71.0,retired,no,no,primary,166.0
58.0,technician,no,no,unknown,9247.0
37.0,admin.,no,no,tertiary,2502.0
34.0,services,yes,no,secondary,1974.0
33.0,management,no,yes,tertiary,150.0
30.0,technician,no,no,secondary,375.0
32.0,management,no,no,tertiary,44.0
51.0,unemployed,yes,no,primary,155.0
33.0,technician,yes,no,secondary,1842.0
39.0,self-employed,no,no,secondary,266.0
44.0,technician,no,no,tertiary,155.0
46.0,admin.,no,no,secondary,519.0
34.0,entrepreneur,yes,no,secondary,-18.0
38.0,admin.,yes,yes,primary,0.0
29.0,admin.,no,no,secondary,1228.0
37.0,blue-collar,yes,yes,secondary,4.0
30.0,management,no,no,tertiary,305.0
26.0,student,yes,no,tertiary,19.0
37.0,technician,yes,no,secondary,-7.0
50.0,blue-collar,no,no,primary,3888.0
37.0,blue-collar,yes,no,primary,3417.0
43.0,management,no,yes,secondary,232.0
22.0,blue-collar,yes,yes,secondary,391.0
42.0,management,yes,no,tertiary,676.0
57.0,services,no,no,primary,357.0
47.0,management,yes,no,secondary,100.0
58.0,retired,yes,no,secondary,314.0
45.0,housemaid,no,no,unknown,1037.0
26.0,services,yes,no,secondary,372.0
31.0,management,yes,no,tertiary,30.0
44.0,technician,yes,no,tertiary,643.0
51.0,technician,yes,no,secondary,329.0
54.0,technician,yes,no,primary,9.0
38.0,services,yes,no,primary,328.0
57.0,housemaid,no,yes,primary,0.0
45.0,technician,yes,yes,secondary,-57.0
43.0,admin.,yes,no,secondary,1448.0
27.0,self-employed,yes,no,tertiary,265.0
26.0,blue-collar,yes,no,primary,936.0
27.0,technician,yes,yes,secondary,5.0
33.0,technician,no,no,unknown,492.0
30.0,admin.,yes,no,tertiary,3816.0
33.0,blue-collar,yes,no,secondary,36.0
37.0,unemployed,yes,no,secondary,-55.0
52.0,blue-collar,yes,no,primary,49.0
35.0,services,yes,no,secondary,239.0
46.0,blue-collar,no,yes,secondary,1229.0
38.0,entrepreneur,yes,no,primary,40.0
43.0,management,yes,no,secondary,2539.0
44.0,entrepreneur,yes,no,tertiary,1.0
57.0,admin.,yes,no,primary,874.0
35.0,blue-collar,yes,yes,secondary,1431.0
46.0,technician,no,no,tertiary,591.0
37.0,blue-collar,no,no,secondary,8153.0
31.0,admin.,yes,no,secondary,-105.0
32.0,technician,yes,no,tertiary,3.0
45.0,admin.,yes,no,secondary,3489.0
61.0,retired,no,no,secondary,568.0
51.0,technician,yes,no,unknown,6918.0
32.0,student,yes,no,tertiary,871.0
47.0,management,yes,no,secondary,367.0
31.0,management,yes,no,secondary,474.0
57.0,retired,no,no,tertiary,817.0
31.0,unemployed,yes,no,tertiary,684.0
42.0,admin.,yes,no,secondary,220.0
28.0,unemployed,no,no,tertiary,-2.0
43.0,admin.,yes,no,primary,1314.0
80.0,retired,no,no,tertiary,1208.0
51.0,unemployed,no,no,secondary,925.0
38.0,technician,no,no,unknown,74.0
27.0,blue-collar,no,no,secondary,407.0
38.0,blue-collar,yes,no,primary,1134.0
38.0,technician,no,yes,secondary,-183.0
30.0,technician,yes,no,secondary,536.0
28.0,admin.,no,no,secondary,338.0
32.0,unknown,no,no,primary,631.0
43.0,technician,yes,yes,tertiary,339.0
27.0,blue-collar,yes,no,secondary,53.0
41.0,blue-collar,yes,no,secondary,-2.0
31.0,technician,yes,no,secondary,378.0
39.0,admin.,yes,no,unknown,499.0
58.0,retired,no,no,tertiary,1257.0
36.0,management,no,no,tertiary,13020.0
23.0,technician,no,no,secondary,401.0
31.0,entrepreneur,yes,no,secondary,-384.0
26.0,services,no,no,secondary,567.0
31.0,admin.,no,no,secondary,1410.0
31.0,self-employed,no,yes,tertiary,167.0
56.0,management,yes,no,tertiary,4268.0
26.0,services,no,no,secondary,2558.0
42.0,admin.,yes,yes,secondary,573.0
55.0,blue-collar,yes,no,secondary,465.0
28.0,services,no,no,secondary,1012.0
34.0,management,no,no,tertiary,606.0
45.0,technician,yes,no,secondary,175.0
23.0,blue-collar,yes,yes,secondary,-218.0
30.0,management,no,no,secondary,1477.0
28.0,services,no,no,secondary,107.0
50.0,self-employed,yes,no,secondary,154.0
36.0,technician,no,no,secondary,24.0
47.0,services,yes,yes,secondary,274.0
55.0,retired,no,no,primary,605.0
27.0,management,no,no,tertiary,314.0
47.0,technician,yes,no,secondary,90.0
24.0,blue-collar,no,no,secondary,531.0
32.0,management,yes,yes,tertiary,852.0
51.0,entrepreneur,yes,yes,tertiary,6662.0
55.0,blue-collar,yes,no,primary,-4.0
67.0,retired,yes,no,secondary,570.0
30.0,management,yes,no,tertiary,39.0
40.0,self-employed,no,no,tertiary,4962.0
32.0,blue-collar,yes,no,secondary,202.0
28.0,admin.,no,yes,secondary,404.0
34.0,services,yes,no,secondary,-355.0
38.0,management,no,no,tertiary,847.0
33.0,self-employed,yes,no,tertiary,1944.0
52.0,management,yes,no,unknown,-462.0
37.0,blue-collar,yes,yes,primary,39.0
32.0,services,no,no,secondary,391.0
42.0,admin.,yes,no,secondary,213.0
55.0,blue-collar,yes,no,secondary,91.0
32.0,admin.,no,yes,tertiary,621.0
40.0,technician,yes,no,tertiary,4312.0
41.0,management,yes,no,tertiary,36.0
46.0,entrepreneur,yes,no,tertiary,5156.0
50.0,blue-collar,yes,no,primary,1189.0
34.0,technician,yes,no,tertiary,-1055.0
35.0,blue-collar,no,no,secondary,325.0
42.0,management,yes,no,tertiary,219.0
40.0,technician,yes,yes,tertiary,1491.0
49.0,management,no,no,tertiary,2142.0
31.0,technician,yes,yes,secondary,4.0
31.0,admin.,yes,no,secondary,4900.0
44.0,management,yes,no,primary,3230.0
54.0,unknown,yes,no,tertiary,2274.0
41.0,unemployed,no,no,tertiary,75.0
57.0,management,no,no,tertiary,167.0
30.0,management,yes,no,tertiary,3985.0
61.0,management,no,no,tertiary,2191.0
33.0,services,no,yes,secondary,3270.0
29.0,services,yes,no,tertiary,10126.0
46.0,admin.,yes,yes,secondary,877.0
41.0,technician,yes,yes,secondary,17444.0
57.0,technician,no,no,tertiary,-4.0
35.0,technician,no,no,secondary,296.0
38.0,technician,yes,no,secondary,777.0
29.0,unemployed,no,no,secondary,12.0
38.0,services,yes,no,primary,259.0
36.0,services,no,no,secondary,2677.0
28.0,services,no,yes,secondary,1490.0
57.0,retired,yes,no,secondary,3810.0
36.0,blue-collar,yes,yes,secondary,250.0
29.0,admin.,yes,no,tertiary,-2.0
54.0,management,no,no,tertiary,5.0
47.0,management,yes,no,tertiary,1700.0
35.0,technician,yes,yes,secondary,703.0
50.0,unknown,no,no,tertiary,321.0
52.0,blue-collar,yes,no,unknown,37.0
36.0,management,yes,no,unknown,714.0
54.0,retired,no,no,secondary,481.0
24.0,services,yes,yes,secondary,803.0
32.0,self-employed,no,no,tertiary,74.0
42.0,technician,yes,yes,secondary,1040.0
35.0,blue-collar,yes,yes,secondary,-527.0
32.0,services,yes,no,secondary,125.0
46.0,blue-collar,yes,no,primary,680.0
36.0,technician,no,no,secondary,9119.0
45.0,technician,yes,no,secondary,57.0
43.0,management,yes,no,secondary,45.0
51.0,blue-collar,yes,no,secondary,-5.0
35.0,management,yes,no,tertiary,-1.0
47.0,blue-collar,no,no,primary,4979.0
50.0,admin.,no,no,secondary,258.0
48.0,management,yes,no,tertiary,641.0
29.0,blue-collar,yes,no,primary,1.0
33.0,blue-collar,yes,no,secondary,-189.0
28.0,management,yes,no,tertiary,13182.0
42.0,blue-collar,no,no,primary,2.0
43.0,technician,no,no,unknown,1942.0
45.0,blue-collar,no,yes,primary,2775.0
47.0,blue-collar,yes,no,secondary,1344.0
48.0,management,no,no,secondary,36682.0
34.0,technician,yes,yes,secondary,1.0
31.0,management,yes,no,tertiary,436.0
51.0,management,yes,no,tertiary,414.0
47.0,housemaid,yes,no,primary,396.0
31.0,services,no,no,secondary,391.0
43.0,blue-collar,yes,no,secondary,16.0
55.0,technician,yes,yes,secondary,364.0
35.0,technician,yes,yes,secondary,4325.0
43.0,technician,no,no,secondary,385.0
31.0,technician,yes,no,secondary,10787.0
59.0,blue-collar,no,no,unknown,4148.0
37.0,admin.,yes,no,secondary,-110.0
50.0,management,yes,no,tertiary,459.0
40.0,blue-collar,yes,no,secondary,84.0
28.0,unemployed,yes,no,secondary,313.0
26.0,admin.,yes,yes,secondary,389.0
20.0,unemployed,no,no,secondary,19689.0
52.0,admin.,no,no,unknown,-8.0
33.0,entrepreneur,no,no,tertiary,2697.0
53.0,housemaid,no,no,tertiary,4302.0
59.0,technician,no,no,secondary,1.0
37.0,technician,yes,no,secondary,4136.0
43.0,entrepreneur,no,no,primary,3.0
29.0,housemaid,yes,no,primary,-5.0
42.0,unemployed,yes,no,secondary,1525.0
33.0,management,no,no,tertiary,1.0
47.0,housemaid,no,no,primary,145.0
43.0,self-employed,no,no,secondary,5314.0
46.0,management,no,yes,secondary,-854.0
27.0,management,yes,no,tertiary,1994.0
48.0,technician,no,no,secondary,101.0
56.0,retired,no,yes,secondary,975.0
31.0,management,no,no,tertiary,84.0
64.0,retired,no,no,primary,5869.0
30.0,technician,yes,yes,secondary,362.0
39.0,blue-collar,yes,no,secondary,407.0
41.0,entrepreneur,no,no,secondary,1443.0
51.0,admin.,yes,no,tertiary,24.0
32.0,management,no,no,tertiary,249.0
40.0,admin.,no,no,secondary,75.0
44.0,technician,no,no,tertiary,547.0
18.0,blue-collar,yes,yes,secondary,-63.0
40.0,management,no,no,tertiary,676.0
32.0,management,yes,no,tertiary,353.0
40.0,blue-collar,yes,no,secondary,477.0
38.0,technician,yes,no,secondary,7505.0
54.0,services,yes,yes,secondary,1.0
27.0,blue-collar,yes,no,secondary,-3.0
42.0,admin.,yes,no,secondary,734.0
22.0,student,no,no,secondary,1060.0
30.0,blue-collar,yes,no,primary,507.0
30.0,services,no,no,tertiary,76.0
51.0,management,no,no,tertiary,-2.0
31.0,technician,yes,no,secondary,853.0
28.0,blue-collar,yes,no,secondary,-177.0
36.0,blue-collar,yes,no,secondary,2197.0
39.0,technician,yes,no,secondary,5114.0
55.0,retired,no,no,primary,1.0
30.0,management,yes,no,tertiary,949.0
46.0,management,no,yes,tertiary,50.0
53.0,management,yes,no,tertiary,704.0
36.0,housemaid,no,no,tertiary,67.0
26.0,student,no,no,tertiary,3719.0
31.0,technician,yes,yes,secondary,16.0
39.0,blue-collar,yes,no,secondary,210.0
48.0,admin.,no,no,secondary,-183.0
28.0,blue-collar,no,yes,secondary,-344.0
39.0,retired,no,no,tertiary,307.0
57.0,admin.,no,no,secondary,378.0
32.0,technician,no,no,secondary,179.0
47.0,management,yes,no,tertiary,2218.0
42.0,management,yes,no,tertiary,1045.0
34.0,admin.,yes,no,primary,-261.0
30.0,management,yes,no,tertiary,3390.0
41.0,technician,yes,no,tertiary,1034.0
33.0,student,no,no,unknown,415.0
51.0,management,yes,no,tertiary,3738.0
35.0,management,no,no,tertiary,414.0
39.0,entrepreneur,yes,no,secondary,677.0
46.0,management,no,no,tertiary,903.0
34.0,admin.,no,no,secondary,20.0
33.0,management,no,yes,tertiary,525.0
32.0,blue-collar,yes,yes,primary,21.0
28.0,management,yes,no,tertiary,1579.0
45.0,blue-collar,yes,no,secondary,914.0
45.0,blue-collar,yes,no,primary,595.0
48.0,retired,no,no,primary,3036.0
54.0,retired,yes,no,secondary,237.0
41.0,management,no,no,secondary,2447.0
31.0,blue-collar,yes,no,secondary,1066.0
64.0,retired,no,no,unknown,678.0
39.0,blue-collar,yes,yes,primary,-254.0
36.0,technician,yes,no,secondary,1607.0
38.0,blue-collar,yes,no,primary,-1164.0
35.0,technician,no,no,secondary,530.0
52.0,blue-collar,no,no,primary,1866.0
30.0,technician,yes,no,secondary,423.0
35.0,housemaid,yes,no,secondary,519.0
31.0,management,no,no,tertiary,1571.0
62.0,technician,no,no,primary,6383.0
32.0,technician,yes,no,tertiary,393.0
34.0,admin.,yes,no,secondary,188.0
27.0,services,no,no,secondary,-149.0
36.0,services,yes,yes,secondary,1959.0
26.0,admin.,no,yes,secondary,-31.0
32.0,management,yes,no,secondary,6806.0
59.0,retired,yes,no,primary,13.0
38.0,services,yes,no,secondary,1442.0
32.0,unemployed,no,no,secondary,2619.0
23.0,self-employed,yes,no,tertiary,175.0
18.0,student,no,no,unknown,110.0
32.0,blue-collar,yes,no,secondary,6283.0
44.0,blue-collar,no,no,secondary,3.0
43.0,management,yes,no,tertiary,1375.0
35.0,blue-collar,yes,no,primary,-165.0
42.0,management,yes,yes,tertiary,-22.0
37.0,management,no,no,tertiary,415.0
29.0,blue-collar,yes,no,secondary,934.0
23.0,blue-collar,yes,no,primary,753.0
41.0,services,yes,no,secondary,4506.0
30.0,blue-collar,yes,no,primary,554.0
52.0,blue-collar,yes,yes,primary,-294.0
36.0,unemployed,no,no,tertiary,157.0
32.0,management,yes,no,tertiary,3.0
37.0,services,yes,no,secondary,3871.0
33.0,services,yes,yes,secondary,317.0
27.0,services,no,no,secondary,1212.0
56.0,technician,no,no,secondary,3202.0
40.0,unemployed,yes,no,tertiary,-201.0
59.0,management,no,no,tertiary,97.0
27.0,technician,no,yes,secondary,1361.0
32.0,technician,yes,no,secondary,669.0
39.0,technician,no,no,secondary,1274.0
34.0,technician,yes,no,secondary,0.0
37.0,admin.,yes,no,secondary,262.0
55.0,blue-collar,no,no,secondary,21520.0
42.0,self-employed,no,no,primary,-4.0
45.0,blue-collar,yes,yes,primary,551.0
36.0,unemployed,no,no,tertiary,418.0
47.0,entrepreneur,yes,no,primary,8876.0
35.0,blue-collar,yes,no,secondary,-569.0
52.0,management,no,no,tertiary,1710.0
39.0,admin.,yes,no,secondary,1322.0
42.0,technician,no,no,secondary,75.0
42.0,services,yes,no,secondary,-341.0
40.0,technician,no,no,secondary,698.0
59.0,management,no,no,secondary,1243.0
61.0,blue-collar,no,no,primary,105.0
31.0,management,yes,yes,tertiary,2373.0
30.0,blue-collar,yes,no,secondary,29.0
53.0,technician,yes,no,secondary,1780.0
37.0,management,no,no,tertiary,23867.0
42.0,retired,no,yes,secondary,25.0
23.0,admin.,no,no,secondary,443.0
33.0,management,no,no,tertiary,2658.0
42.0,management,no,no,tertiary,20480.0
56.0,blue-collar,no,yes,primary,535.0
35.0,technician,yes,no,secondary,485.0
58.0,blue-collar,yes,no,unknown,2514.0
52.0,services,no,no,secondary,80.0
29.0,technician,yes,no,tertiary,3084.0
38.0,management,yes,no,tertiary,1494.0
60.0,unemployed,yes,no,secondary,682.0
35.0,management,yes,no,secondary,126.0
74.0,housemaid,no,no,primary,1409.0
51.0,entrepreneur,no,no,tertiary,207.0
46.0,services,yes,no,secondary,2413.0
35.0,technician,no,no,secondary,1039.0
35.0,management,no,no,tertiary,4174.0
27.0,unemployed,yes,no,tertiary,-448.0
49.0,blue-collar,no,no,primary,432.0
51.0,admin.,no,no,secondary,2062.0
55.0,blue-collar,yes,no,primary,1503.0
36.0,management,yes,no,tertiary,573.0
63.0,entrepreneur,no,no,secondary,3906.0
71.0,retired,no,no,secondary,1307.0
22.0,student,yes,no,primary,114.0
26.0,admin.,no,yes,secondary,-243.0
37.0,management,no,no,tertiary,992.0
51.0,management,no,no,secondary,1990.0
59.0,retired,yes,no,secondary,540.0
28.0,blue-collar,yes,no,primary,-2.0
32.0,technician,yes,no,tertiary,2416.0
41.0,technician,no,yes,secondary,675.0
28.0,services,yes,yes,secondary,1307.0
26.0,admin.,yes,no,secondary,3159.0
42.0,management,no,no,tertiary,-5.0
34.0,blue-collar,yes,no,secondary,1479.0
25.0,blue-collar,yes,yes,secondary,2376.0
41.0,management,yes,no,secondary,442.0
34.0,technician,no,no,secondary,478.0
50.0,services,yes,no,secondary,1720.0
34.0,blue-collar,yes,no,primary,-24.0
55.0,services,yes,no,secondary,317.0
30.0,admin.,yes,no,secondary,410.0
29.0,management,no,no,tertiary,477.0
25.0,student,no,no,secondary,1118.0
32.0,blue-collar,yes,no,secondary,9717.0
37.0,blue-collar,yes,no,secondary,1035.0
34.0,management,no,no,tertiary,659.0
31.0,unemployed,yes,no,secondary,429.0
36.0,entrepreneur,no,yes,tertiary,1652.0
37.0,admin.,yes,no,secondary,1245.0
48.0,technician,no,no,secondary,1354.0
41.0,management,no,no,tertiary,202.0
36.0,self-employed,yes,no,secondary,353.0
34.0,blue-collar,yes,no,secondary,173.0
55.0,blue-collar,no,no,unknown,1669.0
35.0,blue-collar,yes,no,secondary,308.0
31.0,technician,no,yes,tertiary,-263.0
55.0,retired,yes,no,secondary,336.0
35.0,technician,no,no,secondary,21.0
32.0,blue-collar,yes,no,secondary,46.0
60.0,blue-collar,no,no,primary,633.0
47.0,technician,no,no,secondary,1244.0
67.0,blue-collar,no,no,secondary,16350.0
43.0,technician,yes,no,secondary,33.0
31.0,blue-collar,yes,no,primary,146.0
59.0,retired,no,no,tertiary,3458.0
39.0,technician,no,no,secondary,2.0
60.0,retired,no,no,secondary,2553.0
47.0,blue-collar,yes,no,secondary,118.0
46.0,technician,no,no,secondary,394.0
30.0,technician,no,no,tertiary,53.0
35.0,blue-collar,yes,no,secondary,957.0
41.0,unknown,yes,no,primary,2401.0
24.0,student,no,no,secondary,121.0
54.0,admin.,no,no,secondary,856.0
42.0,technician,yes,yes,secondary,771.0
31.0,self-employed,yes,yes,secondary,176.0
39.0,self-employed,no,yes,tertiary,1147.0
33.0,blue-collar,yes,no,secondary,639.0
36.0,entrepreneur,yes,no,tertiary,141.0
41.0,services,yes,no,secondary,945.0
52.0,admin.,no,no,secondary,692.0
53.0,management,no,yes,tertiary,5258.0
38.0,management,yes,no,secondary,1410.0
